card_code,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_sum,segment,gender,date_of_birth,age
2719000434484,105,3,22730.0,1,1,1,111,3,Leaving Customers,Female,,
2719000434491,1,21,38852.5,5,2,1,521,8,Potential Loyalists,Female,1939-03-29,86.0
2719000434507,1,27,81229.9,5,2,2,522,9,Potential Loyalists,Female,1975-07-25,49.0
2719000434514,1,65,165343.68,5,3,3,533,11,Potential Loyalists,Female,1993-01-29,32.0
2719000434545,188,1,1063.8,1,1,1,111,3,Leaving Customers,Female,1960-04-19,65.0
2719000434552,45,2,1850.0,2,1,1,211,4,Leaving Customers,Female,1957-09-04,67.0
2719000434569,169,4,24480.0,1,1,1,111,3,Leaving Customers,Female,1993-07-19,31.0
2719000434576,172,15,18487.68,1,1,1,111,3,Leaving Customers,Female,1979-01-11,46.0
2719000434590,44,2,13692.439999999999,2,1,1,211,4,Leaving Customers,Female,1955-07-22,69.0
2719000434606,3,52,104183.29000000001,5,3,3,533,11,Potential Loyalists,Female,1988-07-30,36.0
2719000434613,2,1,200.0,5,1,1,511,7,Potential Loyalists,Female,1954-12-04,70.0
2719000434620,9,7,21409.9,4,1,1,411,6,Leaving Customers,Female,1949-11-22,75.0
2719000434637,11,1,1960.0,4,1,1,411,6,Leaving Customers,Female,1950-08-08,74.0
2719000434644,162,1,1000.0,1,1,1,111,3,Leaving Customers,Female,1972-05-22,52.0
2719000434651,12,9,12550.68,4,1,1,411,6,Leaving Customers,Female,1951-08-23,73.0
2719000434668,81,3,50232.38,1,1,2,112,4,Leaving Customers,Female,1987-02-07,38.0
2719000434682,3,19,41861.68,5,2,1,521,8,Potential Loyalists,Female,1968-11-06,56.0
2719000434699,11,8,36527.0,4,1,1,411,6,Leaving Customers,,,
2719000434712,59,2,14830.0,2,1,1,211,4,Leaving Customers,Female,1975-01-08,50.0
2719000434729,74,6,75053.42,1,1,2,112,4,Leaving Customers,Female,1983-03-02,42.0
2719000434750,4,44,48542.1,5,3,1,531,9,Potential Loyalists,Male,1991-07-14,33.0
2719000434774,4,32,167729.31,5,2,3,523,10,Potential Loyalists,Female,1982-11-08,42.0
2719000434781,15,35,70292.4,3,2,2,322,7,Potential Loyalists,Female,1997-03-05,28.0
2719000434798,42,3,8688.3,2,1,1,211,4,Leaving Customers,Male,2001-03-26,24.0
2719000434811,2,128,158031.59,5,5,3,553,13,Potential Loyalists,Female,1973-08-10,51.0
2719000434828,85,1,4895.0,1,1,1,111,3,Leaving Customers,Female,1988-07-22,36.0
2719000434835,4,37,80468.84,5,2,2,522,9,Potential Loyalists,Female,1979-12-17,45.0
2719000434866,1,30,123195.12,5,2,3,523,10,Potential Loyalists,Female,1980-10-31,44.0
2719000434873,17,10,51434.75,3,1,2,312,6,Leaving Customers,Female,1958-12-04,66.0
2719000434880,1,19,127939.33,5,2,3,523,10,Potential Loyalists,Male,1985-01-01,40.0
2719000434897,122,4,51041.28,1,1,2,112,4,Leaving Customers,Female,1973-06-20,51.0
2719000434910,56,2,15648.66,2,1,1,211,4,Leaving Customers,Male,,
2719000434934,8,27,187640.68,4,2,3,423,9,Potential Loyalists,Female,,
2719000434958,21,13,25660.99,3,1,1,311,5,Leaving Customers,Female,,
2719000434989,51,4,89017.56,2,1,2,212,5,Leaving Customers,Female,,
2719000434996,45,8,58390.090000000004,2,1,2,212,5,Leaving Customers,Female,1982-08-31,42.0
2719000435016,42,7,12243.880000000001,2,1,1,211,4,Leaving Customers,Female,1947-06-21,77.0
2719000435023,4,32,87462.84,5,2,2,522,9,Potential Loyalists,Female,1962-05-30,62.0
2719000435030,2,79,352866.58,5,4,5,545,14,Champions,Female,1969-03-29,56.0
2719000435047,3,22,149661.54,5,2,3,523,10,Potential Loyalists,,,
2719000435061,5,38,64474.6,4,2,2,422,8,Potential Loyalists,Female,1963-05-05,61.0
2719000435085,11,44,197116.6,4,3,3,433,10,Potential Loyalists,Female,1985-09-21,39.0
2719000435115,83,3,4675.6,1,1,1,111,3,Leaving Customers,Female,1964-08-21,60.0
2719000435122,67,7,11389.4,1,1,1,111,3,Leaving Customers,Female,1989-05-01,35.0
2719000435146,5,4,10385.84,4,1,1,411,6,Leaving Customers,Female,,
2719000435160,9,2,26533.46,4,1,1,411,6,Leaving Customers,Female,1976-10-22,48.0
2719000435177,1,69,146096.88,5,3,3,533,11,Potential Loyalists,Female,1988-10-31,36.0
2719000435184,4,58,94628.6,5,3,2,532,10,Potential Loyalists,Female,1983-05-10,41.0
2719000435191,63,2,4120.0,1,1,1,111,3,Leaving Customers,Female,1964-02-02,61.0
2719000435207,125,3,8633.86,1,1,1,111,3,Leaving Customers,Female,1960-06-15,64.0
2719000435214,1,63,147346.36,5,3,3,533,11,Potential Loyalists,Female,1964-05-03,60.0
2719000435245,11,5,17110.059999999998,4,1,1,411,6,Leaving Customers,Female,1986-10-05,38.0
2719000435252,20,9,38600.26,3,1,1,311,5,Leaving Customers,Female,1977-08-01,47.0
2719000435269,160,2,24830.0,1,1,1,111,3,Leaving Customers,Female,1962-09-05,62.0
2719000435283,2,1,4840.0,5,1,1,511,7,Potential Loyalists,Female,1976-10-29,48.0
2719000435290,193,1,11812.3,1,1,1,111,3,Leaving Customers,Female,1988-01-14,37.0
2719000435306,7,3,11142.939999999999,4,1,1,411,6,Leaving Customers,Female,1958-01-08,67.0
2719000435337,65,5,33809.6,1,1,1,111,3,Leaving Customers,Male,,
2719000435344,52,12,23882.85,2,1,1,211,4,Leaving Customers,,,
2719000435351,126,1,774.88,1,1,1,111,3,Leaving Customers,,,
2719000435375,7,16,29638.02,4,2,1,421,7,Potential Loyalists,Female,1959-11-09,65.0
2719000435382,11,7,49203.6,4,1,1,411,6,Leaving Customers,Female,1978-02-22,47.0
2719000435405,6,3,12620.0,4,1,1,411,6,Leaving Customers,Female,,
2719000435412,170,4,6969.780000000001,1,1,1,111,3,Leaving Customers,Female,,
2719000435429,20,22,135521.06,3,2,3,323,8,Potential Loyalists,Male,1992-08-07,32.0
2719000435443,2,40,264520.93,5,2,4,524,11,Potential Loyalists,Female,1958-07-20,66.0
2719000435450,4,7,58469.340000000004,5,1,2,512,8,Potential Loyalists,Female,1977-08-26,47.0
2719000435474,50,3,2400.0,2,1,1,211,4,Leaving Customers,Female,1992-03-22,33.0
2719000435481,105,1,1180.0,1,1,1,111,3,Leaving Customers,Female,,
2719000435511,15,48,251483.03,3,3,4,334,10,Potential Loyalists,Male,2001-03-13,24.0
2719000435542,1,68,273595.25,5,3,4,534,12,Potential Loyalists,Female,1983-03-03,42.0
2719000435559,17,3,21124.22,3,1,1,311,5,Leaving Customers,,,
2719000435573,10,29,78849.59,4,2,2,422,8,Potential Loyalists,Female,1991-12-02,33.0
2719000435580,3,4,17219.0,5,1,1,511,7,Potential Loyalists,,,
2719000435597,109,3,9571.76,1,1,1,111,3,Leaving Customers,Female,1983-12-11,41.0
2719000435603,4,3,4180.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000435610,144,1,5980.0,1,1,1,111,3,Leaving Customers,Female,1970-04-19,55.0
2719000435658,116,3,5062.360000000001,1,1,1,111,3,Leaving Customers,Male,1977-02-05,48.0
2719000435665,1,24,36243.58,5,2,1,521,8,Potential Loyalists,Female,1998-01-30,27.0
2719000435689,8,9,30900.0,4,1,1,411,6,Leaving Customers,Female,1991-04-06,34.0
2719000435696,65,7,26841.14,1,1,1,111,3,Leaving Customers,Female,,
2719000435702,162,1,3300.0,1,1,1,111,3,Leaving Customers,Female,1994-06-20,30.0
2719000435719,158,1,4950.0,1,1,1,111,3,Leaving Customers,Female,1954-04-15,71.0
2719000435726,11,1,1230.0,4,1,1,411,6,Leaving Customers,Female,1982-01-01,43.0
2719000435733,83,17,63038.1,1,2,2,122,5,Leaving Customers,Female,2005-07-30,19.0
2719000435757,8,46,71880.94,4,3,2,432,9,Potential Loyalists,Female,1949-10-15,75.0
2719000435764,4,18,96169.61,5,2,2,522,9,Potential Loyalists,Female,1961-10-10,63.0
2719000435771,6,9,36990.560000000005,4,1,1,411,6,Leaving Customers,Female,1987-01-18,38.0
2719000435788,3,22,114215.8,5,2,3,523,10,Potential Loyalists,Female,1974-03-29,51.0
2719000435795,9,1,1460.0,4,1,1,411,6,Leaving Customers,Male,2009-12-04,15.0
2719000435818,31,11,33259.6,2,1,1,211,4,Leaving Customers,Female,1979-07-25,45.0
2719000435825,15,5,9380.0,3,1,1,311,5,Leaving Customers,Male,1961-12-07,63.0
2719000435856,48,2,2012.96,2,1,1,211,4,Leaving Customers,Female,1960-12-16,64.0
2719000435863,121,1,7879.0,1,1,1,111,3,Leaving Customers,Female,1977-03-21,48.0
2719000435887,46,10,73780.07,2,1,2,212,5,Leaving Customers,Female,1959-01-09,66.0
2719000435894,112,8,33127.5,1,1,1,111,3,Leaving Customers,Female,1958-05-26,66.0
2719000435900,3,67,119321.63,5,3,3,533,11,Potential Loyalists,Female,1959-10-21,65.0
2719000435917,76,16,15905.619999999999,1,2,1,121,4,Leaving Customers,Female,2004-04-13,21.0
2719000435924,26,3,18746.699999999997,3,1,1,311,5,Leaving Customers,Female,1955-07-25,69.0
2719000435931,3,7,14986.85,5,1,1,511,7,Potential Loyalists,Female,1970-12-31,54.0
2719000435948,2,12,43326.24,5,1,1,511,7,Potential Loyalists,Male,1992-07-28,32.0
2719000435955,6,6,13054.74,4,1,1,411,6,Leaving Customers,,,
2719000435962,31,3,17131.8,2,1,1,211,4,Leaving Customers,Female,1997-10-30,27.0
2719000435979,16,65,165315.74,3,3,3,333,9,Potential Loyalists,Female,1983-08-19,41.0
2719000435986,68,7,11746.42,1,1,1,111,3,Leaving Customers,Female,1973-01-01,52.0
2719000435993,4,2,6486.7,5,1,1,511,7,Potential Loyalists,Female,1988-03-02,37.0
2719000436006,181,1,4216.73,1,1,1,111,3,Leaving Customers,Female,1992-01-11,33.0
2719000436594,174,1,3779.0,1,1,1,111,3,Leaving Customers,Male,2002-09-06,22.0
2719000437065,6,15,132388.63999999998,4,1,3,413,8,Potential Loyalists,Female,1985-07-01,39.0
2719000437089,6,9,21698.44,4,1,1,411,6,Leaving Customers,,,
2719000437096,110,6,8065.0,1,1,1,111,3,Leaving Customers,,,
2719000437126,4,8,22224.72,5,1,1,511,7,Potential Loyalists,,,
2719000437133,3,54,106605.16,5,3,3,533,11,Potential Loyalists,Female,1961-03-21,64.0
2719000437157,179,2,15410.0,1,1,1,111,3,Leaving Customers,Male,1994-12-12,30.0
2719000437164,15,7,24100.0,3,1,1,311,5,Leaving Customers,Male,1988-11-27,36.0
2719000437171,50,8,9010.0,2,1,1,211,4,Leaving Customers,Female,2008-08-20,16.0
2719000437201,130,3,19365.0,1,1,1,111,3,Leaving Customers,,,
2719000437317,88,2,22028.739999999998,1,1,1,111,3,Leaving Customers,,,
2719000437324,28,17,28130.2,3,2,1,321,6,Leaving Customers,Female,,
2719000437416,166,1,70360.0,1,1,2,112,4,Leaving Customers,Female,1983-12-05,41.0
2719000437423,57,10,13695.0,2,1,1,211,4,Leaving Customers,Female,1981-08-06,43.0
2719000437430,3,16,51100.0,5,2,2,522,9,Potential Loyalists,Female,1993-06-18,31.0
2719000437447,135,1,12550.0,1,1,1,111,3,Leaving Customers,Female,1974-01-07,51.0
2719000437454,1,25,50130.0,5,2,2,522,9,Potential Loyalists,,,
2719000437461,87,2,14550.0,1,1,1,111,3,Leaving Customers,,,
2719000437478,168,1,1020.0,1,1,1,111,3,Leaving Customers,Female,2002-06-04,22.0
2719000437485,148,1,1990.0,1,1,1,111,3,Leaving Customers,Female,1983-04-20,42.0
2719000437492,163,1,7830.0,1,1,1,111,3,Leaving Customers,Female,1999-11-19,25.0
2719000437508,3,20,69335.0,5,2,2,522,9,Potential Loyalists,Female,1979-04-01,46.0
2719000437522,78,1,5270.0,1,1,1,111,3,Leaving Customers,Female,1953-01-17,72.0
2719000450521,121,1,300.0,1,1,1,111,3,Leaving Customers,Female,1975-08-28,49.0
2719000452044,4,13,14380.0,5,1,1,511,7,Potential Loyalists,,,
2719000452051,139,6,10500.0,1,1,1,111,3,Leaving Customers,,,
2719000452068,38,3,27400.0,2,1,1,211,4,Leaving Customers,,,
2719000452075,1,34,69890.0,5,2,2,522,9,Potential Loyalists,,,
2719000452082,3,4,18380.0,5,1,1,511,7,Potential Loyalists,Female,1963-12-30,61.0
2719000452099,11,7,36945.0,4,1,1,411,6,Leaving Customers,Female,1959-10-14,65.0
2719000452105,9,5,51105.0,4,1,2,412,7,Potential Loyalists,Female,,
2719000452112,58,6,17010.0,2,1,1,211,4,Leaving Customers,Female,1995-08-23,29.0
2719000452129,13,15,25350.0,4,1,1,411,6,Leaving Customers,Female,1994-12-01,30.0
2719000452136,7,7,26530.0,4,1,1,411,6,Leaving Customers,Male,1984-04-02,41.0
2719000452143,72,5,30320.0,1,1,1,111,3,Leaving Customers,,,
2719000452150,100,1,113370.0,1,1,3,113,5,Leaving Customers,,,
2719000452167,22,17,25150.0,3,2,1,321,6,Leaving Customers,Female,1948-09-01,76.0
2719000452174,4,30,88365.0,5,2,2,522,9,Potential Loyalists,,,
2719000452181,120,3,20690.0,1,1,1,111,3,Leaving Customers,,,
2719000452198,103,1,2560.0,1,1,1,111,3,Leaving Customers,Female,,
2719000452204,32,5,34905.0,2,1,1,211,4,Leaving Customers,Female,1995-09-04,29.0
2719000452211,20,4,12290.0,3,1,1,311,5,Leaving Customers,,,
2719000452228,126,3,7870.0,1,1,1,111,3,Leaving Customers,,,
2719000452235,107,2,7190.0,1,1,1,111,3,Leaving Customers,Female,,
2719000452242,96,1,15430.0,1,1,1,111,3,Leaving Customers,Male,,
2719000452259,109,1,3000.0,1,1,1,111,3,Leaving Customers,Female,1992-06-25,32.0
2719000452266,79,2,7490.0,1,1,1,111,3,Leaving Customers,Female,1969-03-09,56.0
2719000452280,109,1,27130.0,1,1,1,111,3,Leaving Customers,Female,2004-03-31,21.0
2719000452297,72,3,14835.0,1,1,1,111,3,Leaving Customers,Female,1981-11-19,43.0
2719000452303,109,1,6250.0,1,1,1,111,3,Leaving Customers,Female,,
2719000452310,109,1,12820.0,1,1,1,111,3,Leaving Customers,Female,,
2719000452327,72,2,17770.0,1,1,1,111,3,Leaving Customers,Female,,
2719000452334,105,1,21430.0,1,1,1,111,3,Leaving Customers,Male,,
2719000452341,113,2,16270.0,1,1,1,111,3,Leaving Customers,Female,1953-07-04,71.0
2719000452358,4,11,58170.0,5,1,2,512,8,Potential Loyalists,Female,1969-03-13,56.0
2719000452365,95,3,2610.0,1,1,1,111,3,Leaving Customers,Female,1990-03-19,35.0
2719000452372,6,18,36400.0,4,2,1,421,7,Potential Loyalists,,,
2719000452389,129,1,30.0,1,1,1,111,3,Leaving Customers,,,
2719000452396,129,1,8820.0,1,1,1,111,3,Leaving Customers,,,
2719000452402,8,3,11845.0,4,1,1,411,6,Leaving Customers,,,
2719000452419,92,2,1450.0,1,1,1,111,3,Leaving Customers,,,
2719000452426,14,2,37350.0,4,1,1,411,6,Leaving Customers,,,
2719000452433,136,2,730.0,1,1,1,111,3,Leaving Customers,,,
2719000452440,7,10,37670.0,4,1,1,411,6,Leaving Customers,Female,1987-10-01,37.0
2719000452457,4,7,10545.0,5,1,1,511,7,Potential Loyalists,Female,1999-07-13,25.0
2719000452464,24,13,53251.0,3,1,2,312,6,Leaving Customers,Female,1999-11-14,25.0
2719000452471,16,9,15900.0,3,1,1,311,5,Leaving Customers,,,
2719000452488,9,9,22330.0,4,1,1,411,6,Leaving Customers,,,
2719000452495,129,1,14950.0,1,1,1,111,3,Leaving Customers,Female,1968-06-15,56.0
2719000452501,2,10,58745.0,5,1,2,512,8,Potential Loyalists,Female,1964-03-13,61.0
2719000452525,150,2,6880.0,1,1,1,111,3,Leaving Customers,Female,,
2719000452549,87,3,25645.0,1,1,1,111,3,Leaving Customers,Female,,
2719000452556,143,2,4570.0,1,1,1,111,3,Leaving Customers,,,
2719000452563,27,9,7620.0,3,1,1,311,5,Leaving Customers,,,
2719000452570,11,6,26040.0,4,1,1,411,6,Leaving Customers,,,
2719000452587,2,50,260966.0,5,3,4,534,12,Potential Loyalists,Female,,
2719000452594,35,3,7950.0,2,1,1,211,4,Leaving Customers,,,
2719000452600,17,6,14830.0,3,1,1,311,5,Leaving Customers,Female,1996-06-19,28.0
2719000452617,70,2,5380.0,1,1,1,111,3,Leaving Customers,Female,1982-10-04,42.0
2719000452624,145,1,30.0,1,1,1,111,3,Leaving Customers,Female,1988-11-20,36.0
2719000452631,53,2,8100.0,2,1,1,211,4,Leaving Customers,Male,,
2719000452648,111,3,27490.0,1,1,1,111,3,Leaving Customers,,,
2719000452655,129,1,6140.0,1,1,1,111,3,Leaving Customers,Female,1972-05-02,52.0
2719000452662,157,2,38270.0,1,1,1,111,3,Leaving Customers,Female,,
2719000452679,196,1,6600.0,1,1,1,111,3,Leaving Customers,Male,1996-08-08,28.0
2719000452686,64,6,14785.0,1,1,1,111,3,Leaving Customers,Female,1946-08-16,78.0
2719000452693,41,1,4710.0,2,1,1,211,4,Leaving Customers,Female,1976-04-05,49.0
2719000452709,25,16,48905.0,3,2,1,321,6,Leaving Customers,Female,1964-12-12,60.0
2719000452716,96,2,7170.0,1,1,1,111,3,Leaving Customers,Female,1996-12-13,28.0
2719000452723,55,3,6400.0,2,1,1,211,4,Leaving Customers,Female,,
2719000452730,7,17,85019.0,4,2,2,422,8,Potential Loyalists,,,
2719000452747,12,9,23280.0,4,1,1,411,6,Leaving Customers,,,
2719000452754,15,8,35130.0,3,1,1,311,5,Leaving Customers,Female,1972-01-20,53.0
2719000452761,3,17,34050.0,5,2,1,521,8,Potential Loyalists,Female,1967-05-12,57.0
2719000452778,31,7,29460.0,2,1,1,211,4,Leaving Customers,Female,1970-07-19,54.0
2719000452792,4,9,20570.0,5,1,1,511,7,Potential Loyalists,Male,1962-01-23,63.0
2719000452808,173,1,10250.0,1,1,1,111,3,Leaving Customers,Female,1986-02-26,39.0
2719000452815,154,7,14480.0,1,1,1,111,3,Leaving Customers,Female,1986-02-03,39.0
2719000452822,127,6,16350.0,1,1,1,111,3,Leaving Customers,Female,1973-12-01,51.0
2719000452839,183,2,2210.0,1,1,1,111,3,Leaving Customers,Female,1972-10-14,52.0
2719000452846,182,1,1430.0,1,1,1,111,3,Leaving Customers,,,
2719000452853,11,20,67635.0,4,2,2,422,8,Potential Loyalists,Female,1981-12-05,43.0
2719000452860,172,1,4440.0,1,1,1,111,3,Leaving Customers,Female,1950-02-10,75.0
2719000452877,12,2,11509.84,4,1,1,411,6,Leaving Customers,Female,1988-02-04,37.0
2719000452884,35,11,43420.0,2,1,1,211,4,Leaving Customers,Female,1988-11-04,36.0
2719000452891,130,3,13070.0,1,1,1,111,3,Leaving Customers,Female,1988-06-07,36.0
2719000452907,84,11,67380.0,1,1,2,112,4,Leaving Customers,Female,1985-04-29,39.0
2719000452914,178,1,29140.0,1,1,1,111,3,Leaving Customers,Female,1984-01-06,41.0
2719000452921,12,7,13850.0,4,1,1,411,6,Leaving Customers,Female,1960-04-30,65.0
2719000452938,173,1,12680.0,1,1,1,111,3,Leaving Customers,Female,1977-11-14,47.0
2719000452945,5,3,6690.0,4,1,1,411,6,Leaving Customers,Female,1976-05-25,48.0
2719000452952,10,5,17030.0,4,1,1,411,6,Leaving Customers,Female,1994-02-09,31.0
2719000452969,192,1,5420.0,1,1,1,111,3,Leaving Customers,Male,1998-05-02,26.0
2719000452976,26,5,14130.0,3,1,1,311,5,Leaving Customers,Male,1954-02-02,71.0
2719000452983,6,56,154975.0,4,3,3,433,10,Potential Loyalists,Female,,
2719000452990,198,1,6420.0,1,1,1,111,3,Leaving Customers,Female,1994-09-20,30.0
2719000453003,192,1,10709.0,1,1,1,111,3,Leaving Customers,Female,1982-01-28,43.0
2719000453249,116,1,850.0,1,1,1,111,3,Leaving Customers,Female,1965-07-23,59.0
2719000453256,114,1,3200.0,1,1,1,111,3,Leaving Customers,Female,,
2719000453355,182,1,469.52,1,1,1,111,3,Leaving Customers,Female,1990-08-14,34.0
2719000453454,25,1,2460.0,3,1,1,311,5,Leaving Customers,Female,1968-08-25,56.0
2719000453614,81,3,2950.8199999999997,1,1,1,111,3,Leaving Customers,Female,,
2719000453706,75,1,650.0,1,1,1,111,3,Leaving Customers,Female,1972-01-30,53.0
2719000453737,40,1,4490.0,2,1,1,211,4,Leaving Customers,Female,2005-01-13,20.0
2719000454307,59,6,18510.0,2,1,1,211,4,Leaving Customers,Female,1958-10-08,66.0
2719000454321,176,1,3100.0,1,1,1,111,3,Leaving Customers,Female,1969-02-20,56.0
2719000454406,159,1,9644.64,1,1,1,111,3,Leaving Customers,Female,2001-06-07,23.0
2719000454437,109,10,14520.82,1,1,1,111,3,Leaving Customers,Female,1992-06-20,32.0
2719000454604,111,2,3570.0,1,1,1,111,3,Leaving Customers,Female,1975-05-29,49.0
2719000454857,24,2,2645.0,3,1,1,311,5,Leaving Customers,Female,1980-09-30,44.0
2719000454871,3,3,3570.0,5,1,1,511,7,Potential Loyalists,Female,1984-06-30,40.0
2719000454949,74,1,2600.0,1,1,1,111,3,Leaving Customers,Female,1983-11-07,41.0
2719000455953,71,1,3690.0,1,1,1,111,3,Leaving Customers,Female,1982-08-02,42.0
2719000456011,145,16,35828.06,1,2,1,121,4,Leaving Customers,Male,1997-02-22,28.0
2719000456035,40,85,133957.28,2,4,3,243,9,Potential Loyalists,Male,2007-03-14,18.0
2719000456042,1,102,224186.05000000002,5,5,4,554,14,Champions,Female,1969-12-12,55.0
2719000456059,49,23,158974.05,2,2,3,223,7,Leaving Customers,Female,1985-09-07,39.0
2719000456066,16,29,79063.26,3,2,2,322,7,Potential Loyalists,Female,2002-10-14,22.0
2719000456073,1,34,137506.16,5,2,3,523,10,Potential Loyalists,Female,1975-01-12,50.0
2719000456097,155,19,11119.06,1,2,1,121,4,Leaving Customers,Male,2006-07-02,18.0
2719000456110,29,15,107201.02,3,1,3,313,7,Leaving Customers,Female,1961-07-25,63.0
2719000456127,63,1,4995.0,1,1,1,111,3,Leaving Customers,Female,2005-08-13,19.0
2719000456134,8,8,41900.24,4,1,1,411,6,Leaving Customers,Female,2004-09-15,20.0
2719000456141,10,8,17955.0,4,1,1,411,6,Leaving Customers,Female,1977-08-04,47.0
2719000456172,8,5,48559.97,4,1,1,411,6,Leaving Customers,Female,2024-09-11,0.0
2719000456189,2,53,112286.88,5,3,3,533,11,Potential Loyalists,Female,1957-10-29,67.0
2719000456196,18,7,21664.44,3,1,1,311,5,Leaving Customers,Female,1978-09-04,46.0
2719000456202,24,9,58044.74,3,1,2,312,6,Leaving Customers,Female,1966-06-10,58.0
2719000456219,8,31,91011.22,4,2,2,422,8,Potential Loyalists,Female,1982-12-24,42.0
2719000456233,3,87,113189.39,5,4,3,543,12,Potential Loyalists,Female,1955-11-28,69.0
2719000456257,136,4,11416.66,1,1,1,111,3,Leaving Customers,Female,1960-12-22,64.0
2719000456264,4,11,39176.5,5,1,1,511,7,Potential Loyalists,Female,1956-04-09,69.0
2719000456271,3,15,66077.06,5,1,2,512,8,Potential Loyalists,Female,1977-09-12,47.0
2719000456288,116,11,14914.0,1,1,1,111,3,Leaving Customers,Female,1964-01-03,61.0
2719000456301,20,9,5673.18,3,1,1,311,5,Leaving Customers,Female,2004-06-11,20.0
2719000456325,110,1,10890.0,1,1,1,111,3,Leaving Customers,Female,1992-11-08,32.0
2719000456332,13,11,26230.4,4,1,1,411,6,Leaving Customers,Female,1978-05-16,46.0
2719000456349,6,1,4480.0,4,1,1,411,6,Leaving Customers,Female,1989-02-18,36.0
2719000456356,1,60,135092.74,5,3,3,533,11,Potential Loyalists,Male,1987-08-20,37.0
2719000456363,37,11,72409.1,2,1,2,212,5,Leaving Customers,Female,1963-11-13,61.0
2719000456370,18,6,38976.44,3,1,1,311,5,Leaving Customers,Male,1957-11-01,67.0
2719000456394,126,8,24475.9,1,1,1,111,3,Leaving Customers,Male,1953-07-17,71.0
2719000456400,108,5,43874.0,1,1,1,111,3,Leaving Customers,Male,1986-07-30,38.0
2719000456417,116,5,9475.8,1,1,1,111,3,Leaving Customers,Female,1977-02-13,48.0
2719000456424,3,33,88877.32,5,2,2,522,9,Potential Loyalists,,,
2719000456431,87,3,27915.52,1,1,1,111,3,Leaving Customers,Female,1955-03-20,70.0
2719000456448,23,12,38738.08,3,1,1,311,5,Leaving Customers,Female,1976-07-11,48.0
2719000456455,2,62,197633.15,5,3,3,533,11,Potential Loyalists,,,
2719000456462,1,91,121486.37,5,4,3,543,12,Potential Loyalists,Female,1973-06-22,51.0
2719000456479,96,4,27899.96,1,1,1,111,3,Leaving Customers,Female,1990-09-18,34.0
2719000456486,86,2,10786.98,1,1,1,111,3,Leaving Customers,Female,1960-02-23,65.0
2719000456493,62,12,61269.36,1,1,2,112,4,Leaving Customers,Female,1976-06-12,48.0
2719000456509,43,4,11370.7,2,1,1,211,4,Leaving Customers,Male,1955-05-22,69.0
2719000456516,116,3,5404.66,1,1,1,111,3,Leaving Customers,Female,1956-07-11,68.0
2719000456523,57,5,29121.0,2,1,1,211,4,Leaving Customers,Female,1984-08-07,40.0
2719000456530,13,3,17212.9,4,1,1,411,6,Leaving Customers,Female,1969-03-23,56.0
2719000456547,2,61,94245.38,5,3,2,532,10,Potential Loyalists,Male,1978-09-07,46.0
2719000456561,24,30,72424.88,3,2,2,322,7,Potential Loyalists,Female,1970-01-01,55.0
2719000456578,62,11,16298.4,1,1,1,111,3,Leaving Customers,Female,2004-07-09,20.0
2719000456592,1,29,77107.05,5,2,2,522,9,Potential Loyalists,Female,1986-06-28,38.0
2719000456608,55,6,17032.52,2,1,1,211,4,Leaving Customers,Female,1967-10-23,57.0
2719000456615,128,3,5560.0,1,1,1,111,3,Leaving Customers,Female,1988-05-11,36.0
2719000456622,1,9,26883.260000000002,5,1,1,511,7,Potential Loyalists,Female,1958-04-16,67.0
2719000456639,2,16,23210.9,5,2,1,521,8,Potential Loyalists,Female,1968-06-20,56.0
2719000456646,10,1,4846.03,4,1,1,411,6,Leaving Customers,Female,1974-07-03,50.0
2719000456660,1,27,85657.32,5,2,2,522,9,Potential Loyalists,Female,1975-09-08,49.0
2719000456677,36,19,36815.64,2,2,1,221,5,Leaving Customers,Male,1977-05-29,47.0
2719000456684,2,15,42149.16,5,1,1,511,7,Potential Loyalists,,,
2719000456714,67,5,14952.66,1,1,1,111,3,Leaving Customers,Female,1986-09-20,38.0
2719000456721,61,6,28588.940000000002,1,1,1,111,3,Leaving Customers,Female,1954-01-18,71.0
2719000456745,121,1,4570.0,1,1,1,111,3,Leaving Customers,Female,1986-01-31,39.0
2719000456752,1,44,82542.08,5,3,2,532,10,Potential Loyalists,Female,1975-09-25,49.0
2719000456769,3,31,22180.0,5,2,1,521,8,Potential Loyalists,Female,1961-06-06,63.0
2719000456776,127,16,67504.18,1,2,2,122,5,Leaving Customers,Female,1979-08-25,45.0
2719000456783,33,4,48286.76,2,1,1,211,4,Leaving Customers,Male,1985-10-14,39.0
2719000456790,7,26,191638.63999999998,4,2,3,423,9,Potential Loyalists,Male,1985-08-01,39.0
2719000456806,1,80,145894.28,5,4,3,543,12,Potential Loyalists,Female,1985-03-30,40.0
2719000456813,10,19,36820.28,4,2,1,421,7,Potential Loyalists,Female,,
2719000456820,31,2,4670.0,2,1,1,211,4,Leaving Customers,Female,1956-08-11,68.0
2719000456837,1,31,91528.65,5,2,2,522,9,Potential Loyalists,Female,2005-04-26,19.0
2719000456844,27,22,51558.44,3,2,2,322,7,Potential Loyalists,Female,2000-07-19,24.0
2719000456868,3,40,130104.96,5,2,3,523,10,Potential Loyalists,Female,1960-12-22,64.0
2719000456875,17,15,75845.65,3,1,2,312,6,Leaving Customers,Female,1978-11-29,46.0
